Posted Date,Type,Description,Amount,Account,Notes,Balance,Raw Description
2026-02-12T05:00:00+00,withdrawal,QuestarGas QuestarGas 250918 PREAUTHORIZED WD,-135.51,0625,,59533.12,QuestarGas QuestarGas 250918 PREAUTHORIZED WD
2026-02-12T05:00:00+00,deposit,Optum HCCLAIMPMT 3170358072*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT,108.53,0625,,59641.65,Optum HCCLAIMPMT 3170358072*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT
2026-02-13T05:00:00+00,withdrawal,WEBTIMECLOCK.COM WEBTIMECLK 250919 PREAUTHORIZED WD,-5.00,0625,,59636.65,WEBTIMECLOCK.COM WEBTIMECLK 250919 PREAUTHORIZED WD
2026-02-13T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25260B1000140457-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",125.25,0625,,59761.90,"SH-SELECTHEALTH, HCCLAIMPMT 25260B1000140457-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-13T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25260B1000078371-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",189.23,0625,,59951.13,"SH-SELECTHEALTH, HCCLAIMPMT 25260B1000078371-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-13T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172406596*1870200 138*870200138\\ PREAUTHORIZED CREDIT,136.74,0625,,60087.87,Regence BCBSU HCCLAIMPMT 0172406596*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-02-13T05:00:00+00,deposit,PSHB Utah HCCLAIMPMT 0400021637*1870200 138*870200138\\ PREAUTHORIZED CREDIT,106.94,0625,,60194.81,PSHB Utah HCCLAIMPMT 0400021637*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-02-13T05:00:00+00,deposit,AARP Supplementa HCCLAIMPMT 11317435297*136273 9571*000036273\\ PREAUTHORIZED CREDIT,111.00,0625,,60305.81,AARP Supplementa HCCLAIMPMT 11317435297*136273 9571*000036273\\ PREAUTHORIZED CREDIT
2026-02-17T05:00:00+00,withdrawal,CHECK 274,-362.44,0625,,59943.37,CHECK 274
2026-02-17T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25262B1000065676-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",112.96,0625,,60056.33,"SH-SELECTHEALTH, HCCLAIMPMT 25262B1000065676-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-17T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25262B1000031006-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",100.12,0625,,60156.45,"SH-SELECTHEALTH, HCCLAIMPMT 25262B1000031006-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-19T05:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 250925 465698325 PREAUTHORIZED WD,-1077.50,0625,,59078.95,INTUIT PAYROLL S QUICKBOOKS 250925 465698325 PREAUTHORIZED WD
2026-02-19T05:00:00+00,deposit,Optum HCCLAIMPMT 3182892232*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT,160.18,0625,,59239.13,Optum HCCLAIMPMT 3182892232*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT
2026-02-20T05:00:00+00,withdrawal,CHECK 275,-255.67,0625,,58983.46,CHECK 275
2026-02-20T05:00:00+00,withdrawal,PRACTICE FUSION PRACTICEFU 250926 5627831 PREAUTHORIZED WD,-421.40,0625,,58562.06,PRACTICE FUSION PRACTICEFU 250926 5627831 PREAUTHORIZED WD
2026-02-20T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172411075*1870200 138*870200138\\ PREAUTHORIZED CREDIT,183.11,0625,,58745.17,Regence BCBSU HCCLAIMPMT 0172411075*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-02-20T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25267B1000102642-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",56.75,0625,,58801.92,"SH-SELECTHEALTH, HCCLAIMPMT 25267B1000102642-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-20T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25267B1000055973-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",182.80,0625,,58984.72,"SH-SELECTHEALTH, HCCLAIMPMT 25267B1000055973-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-23T05:00:00+00,withdrawal,CHECK 300,-450.57,0625,,58534.15,CHECK 300
2026-02-23T05:00:00+00,withdrawal,DOMINO S 7503 801 999 4 UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 444500,-111.13,0625,,58423.02,DOMINO S 7503 801 999 4 UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 444500
2026-02-23T05:00:00+00,withdrawal,IPFS866-412-1823 IPFSPMTCOD 250929 378605 PREAUTHORIZED WD,-131.07,0625,,58291.95,IPFS866-412-1823 IPFSPMTCOD 250929 378605 PREAUTHORIZED WD
2026-02-23T05:00:00+00,withdrawal,TRAVELERS BUS INSUR 250929 6645810 PREAUTHORIZED WD,-93.26,0625,,58198.69,TRAVELERS BUS INSUR 250929 6645810 PREAUTHORIZED WD
2026-02-24T05:00:00+00,withdrawal,CHECK 301,-396.77,0625,,57801.92,CHECK 301
2026-02-24T05:00:00+00,fee,SERVICE CHARGE MONTHLY,-35.00,0625,,57766.92,SERVICE CHARGE MONTHLY
2026-02-24T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25269B1000026051-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",171.95,0625,,57938.87,"SH-SELECTHEALTH, HCCLAIMPMT 25269B1000026051-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-25T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 301,-23.16,0625,,57915.71,OVERDRAFT FEE FOR OVERDRAFT CHECK # 301
2026-02-25T05:00:00+00,withdrawal,CHECK 302,-324.30,0625,,57591.41,CHECK 302
2026-02-26T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 302,-26.46,0625,,57564.95,OVERDRAFT FEE FOR OVERDRAFT CHECK # 302
2026-02-27T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172416110*1870200 138*870200138\\ PREAUTHORIZED CREDIT,145.67,0625,,57710.62,Regence BCBSU HCCLAIMPMT 0172416110*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-02-27T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25274B1000088381-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",118.82,0625,,57829.44,"SH-SELECTHEALTH, HCCLAIMPMT 25274B1000088381-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-27T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25274B1000069424-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",57.13,0625,,57886.57,"SH-SELECTHEALTH, HCCLAIMPMT 25274B1000069424-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-02-27T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W337085467*1411289 245*000087726\\ PREAUTHORIZED CREDIT,123.11,0625,,58009.68,UNITEDHEALTHCARE HCCLAIMPMT W337085467*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2026-03-02T05:00:00+00,withdrawal,CHEESECAKE OREM OREM UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 494300,-220.57,0625,,57789.11,CHEESECAKE OREM OREM UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 494300
2026-03-02T05:00:00+00,withdrawal,MCDONALD S F3334 OREM UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 442733,-70.70,0625,,57718.41,MCDONALD S F3334 OREM UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 442733
2026-03-05T05:00:00+00,withdrawal,CHECK 303,-145.04,0625,,57573.37,CHECK 303
2026-03-05T05:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 251009 465698325 PREAUTHORIZED WD,-783.00,0625,,56790.37,INTUIT PAYROLL S QUICKBOOKS 251009 465698325 PREAUTHORIZED WD
2026-03-06T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 303,-55.00,0625,,56735.37,OVERDRAFT FEE FOR OVERDRAFT CHECK # 303
2026-03-06T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000025045742,-5.00,0625,,56730.37,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000025045742
2026-03-06T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172420525*1870200 138*870200138\\ PREAUTHORIZED CREDIT,161.37,0625,,56891.74,Regence BCBSU HCCLAIMPMT 0172420525*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-03-12T05:00:00+00,withdrawal,CHECK 326,-476.30,0625,,56415.44,CHECK 326
2026-03-12T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W338412698*1411289 245*000087726\\ PREAUTHORIZED CREDIT,181.81,0625,,56597.25,UNITEDHEALTHCARE HCCLAIMPMT W338412698*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2026-03-13T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 326,-5.00,0625,,56592.25,OVERDRAFT FEE FOR OVERDRAFT CHECK # 326
2026-03-13T05:00:00+00,withdrawal,AdvancedMD Fees 251017 76047525 PREAUTHORIZED WD,-403.01,0625,,56189.24,AdvancedMD Fees 251017 76047525 PREAUTHORIZED WD
2026-03-16T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 091000017981491,-55.00,0625,,56134.24,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 091000017981491
2026-03-17T05:00:00+00,withdrawal,WEBTIMECLOCK.COM WEBTIMECLK 251021 PREAUTHORIZED WD,-35.00,0625,,56099.24,WEBTIMECLOCK.COM WEBTIMECLK 251021 PREAUTHORIZED WD
2026-03-18T05:00:00+00,withdrawal,COMCAST-XFINITY CABLE SVCS 251022 PREAUTHORIZED WD,-79.41,0625,,56019.83,COMCAST-XFINITY CABLE SVCS 251022 PREAUTHORIZED WD
2026-03-18T05:00:00+00,deposit,UnitedHealthcare HCCLAIMPMT U2041907*141128924 5*000087726\\ PREAUTHORIZED CREDIT,223.57,0625,,56243.40,UnitedHealthcare HCCLAIMPMT U2041907*141128924 5*000087726\\ PREAUTHORIZED CREDIT
2026-03-19T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000020824242,-29.33,0625,,56214.07,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000020824242
2026-03-19T05:00:00+00,withdrawal,SPANISH FORK CIT DEBITS 251023 PREAUTHORIZED WD,-253.51,0625,,55960.56,SPANISH FORK CIT DEBITS 251023 PREAUTHORIZED WD
2026-03-19T05:00:00+00,deposit,AARP Supplementa HCCLAIMPMT 11335854089*136273 9571*000036273\\ PREAUTHORIZED CREDIT,79.06,0625,,56039.62,AARP Supplementa HCCLAIMPMT 11335854089*136273 9571*000036273\\ PREAUTHORIZED CREDIT
2026-03-20T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 124000050964801,-55.00,0625,,55984.62,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 124000050964801
2026-03-23T05:00:00+00,withdrawal,CHECK 304,-492.06,0625,,55492.56,CHECK 304
2026-03-23T05:00:00+00,withdrawal,PRACTICE FUSION PRACTICEFU 251027 7055569 PREAUTHORIZED WD,-62.13,0625,,55430.43,PRACTICE FUSION PRACTICEFU 251027 7055569 PREAUTHORIZED WD
2026-03-24T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000024995007,-35.00,0625,,55395.43,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000024995007
2026-03-25T05:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-28-25,-35.00,0625,,55360.43,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-28-25
2026-03-26T05:00:00+00,withdrawal,CHECK 304,-180.62,0625,,55179.81,CHECK 304
2026-03-26T05:00:00+00,withdrawal,WORKFORCE SERVIC UTAH UITAX 251030 2266200 PREAUTHORIZED WD,-183.24,0625,,54996.57,WORKFORCE SERVIC UTAH UITAX 251030 2266200 PREAUTHORIZED WD
2026-03-26T05:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-29-25,-55.00,0625,,54941.57,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-29-25
2026-03-26T05:00:00+00,deposit,AARP Supplementa HCCLAIMPMT 11339479893*136273 9571*000036273\\ PREAUTHORIZED CREDIT,127.63,0625,,55069.20,AARP Supplementa HCCLAIMPMT 11339479893*136273 9571*000036273\\ PREAUTHORIZED CREDIT
2026-03-27T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 124000058154721,-35.00,0625,,55034.20,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 124000058154721
2026-03-27T05:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-30-25,-24.17,0625,,55010.03,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-30-25
2026-03-27T05:00:00+00,fee,SERVICE CHARGE MONTHLY,-24.91,0625,,54985.12,SERVICE CHARGE MONTHLY
2026-03-27T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172434015*1870200 138*870200138\\ PREAUTHORIZED CREDIT,79.28,0625,,55064.40,Regence BCBSU HCCLAIMPMT 0172434015*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-03-27T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W339984390*1411289 245*000087726\\ PREAUTHORIZED CREDIT,351.56,0625,,55415.96,UNITEDHEALTHCARE HCCLAIMPMT W339984390*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2026-03-30T06:00:00+00,withdrawal,IPFS866-412-1823 IPFSPMTCOD 251103 378605 PREAUTHORIZED WD,-211.42,0625,,55204.54,IPFS866-412-1823 IPFSPMTCOD 251103 378605 PREAUTHORIZED WD
2026-03-30T06:00:00+00,withdrawal,TRAVELERS BUS INSUR 251103 9535474 PREAUTHORIZED WD,-129.60,0625,,55074.94,TRAVELERS BUS INSUR 251103 9535474 PREAUTHORIZED WD
2026-03-30T06:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-31-25,-7.32,0625,,55067.62,OVERDRAFT FEE FOR CONTINUOUS OD ON 10-31-25
2026-03-30T06:00:00+00,deposit,Optum HCCLAIMPMT 3247797125*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT,140.74,0625,,55208.36,Optum HCCLAIMPMT 3247797125*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT
2026-03-31T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 101000017712137,-55.00,0625,,55153.36,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 101000017712137
2026-03-31T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000020469109,-16.45,0625,,55136.91,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000020469109
2026-03-31T06:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 11-03-25,-5.00,0625,,55131.91,OVERDRAFT FEE FOR CONTINUOUS OD ON 11-03-25
2026-03-31T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25304B1000104774-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",52.74,0625,,55184.65,"SH-SELECTHEALTH, HCCLAIMPMT 25304B1000104774-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-03-31T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25304B1000051186-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",30.73,0625,,55215.38,"SH-SELECTHEALTH, HCCLAIMPMT 25304B1000051186-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-03-31T06:00:00+00,deposit,SH-INTERMTN EMPL HCCLAIMPMT 25304B1000012616-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT,124.38,0625,,55339.76,SH-INTERMTN EMPL HCCLAIMPMT 25304B1000012616-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT
2026-04-01T06:00:00+00,deposit,AARP Supplementa HCCLAIMPMT 11342325742*136273 9571*000036273\\ PREAUTHORIZED CREDIT,140.46,0625,,55480.22,AARP Supplementa HCCLAIMPMT 11342325742*136273 9571*000036273\\ PREAUTHORIZED CREDIT
2026-04-02T06:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 251106 465698325 PREAUTHORIZED WD,-839.11,0625,,54641.11,INTUIT PAYROLL S QUICKBOOKS 251106 465698325 PREAUTHORIZED WD
2026-04-02T06:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 251106 465698325 PREAUTHORIZED WD,-703.03,0625,,53938.08,INTUIT PAYROLL S QUICKBOOKS 251106 465698325 PREAUTHORIZED WD
2026-04-03T06:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172439127*1870200 138*870200138\\ PREAUTHORIZED CREDIT,180.05,0625,,54118.13,Regence BCBSU HCCLAIMPMT 0172439127*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-04-03T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25309B1000169853-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",255.21,0625,,54373.34,"SH-SELECTHEALTH, HCCLAIMPMT 25309B1000169853-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-06T06:00:00+00,withdrawal,ANOTHER ADVENTUR SALE 251110 PREAUTHORIZED WD,-85.65,0625,,54287.69,ANOTHER ADVENTUR SALE 251110 PREAUTHORIZED WD
2026-04-06T06:00:00+00,check,CHECK 305,-916.09,0625,,53371.60,CHECK 305
2026-04-10T06:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172443931*1870200 138*870200138\\ PREAUTHORIZED CREDIT,108.98,0625,,53480.58,Regence BCBSU HCCLAIMPMT 0172443931*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-04-13T06:00:00+00,withdrawal,MCDONALD S F22757 SPRINGVIL UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 442733,-170.33,0625,,53310.25,MCDONALD S F22757 SPRINGVIL UT XXXXXXXXXXXX4591 POS PURCHASE MERCHANT PURCHASE TERMINAL 442733
2026-04-14T06:00:00+00,withdrawal,AdvancedMD Fees 251118 76047525 PREAUTHORIZED WD,-280.62,0625,,53029.63,AdvancedMD Fees 251118 76047525 PREAUTHORIZED WD
2026-04-14T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25318B1000078793-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",84.05,0625,,53113.68,"SH-SELECTHEALTH, HCCLAIMPMT 25318B1000078793-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-14T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25318B1000037020-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",59.89,0625,,53173.57,"SH-SELECTHEALTH, HCCLAIMPMT 25318B1000037020-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-14T06:00:00+00,deposit,SH-PROVO CITY CO HCCLAIMPMT 25318B1000011547-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT,90.53,0625,,53264.10,SH-PROVO CITY CO HCCLAIMPMT 25318B1000011547-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT
2026-04-15T06:00:00+00,withdrawal,MountainViewSelf 8014916882 251119 PREAUTHORIZED WD,-145.67,0625,,53118.43,MountainViewSelf 8014916882 251119 PREAUTHORIZED WD
2026-04-15T06:00:00+00,withdrawal,WEBTIMECLOCK.COM WEBTIMECLK 251119 PREAUTHORIZED WD,-5.00,0625,,53113.43,WEBTIMECLOCK.COM WEBTIMECLK 251119 PREAUTHORIZED WD
2026-04-16T06:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 251120 465698325 PREAUTHORIZED WD,-2625.02,0625,,50488.41,INTUIT PAYROLL S QUICKBOOKS 251120 465698325 PREAUTHORIZED WD
2026-04-16T06:00:00+00,withdrawal,SPANISH FORK CIT DEBITS 251120 PREAUTHORIZED WD,-140.43,0625,,50347.98,SPANISH FORK CIT DEBITS 251120 PREAUTHORIZED WD
2026-04-16T06:00:00+00,deposit,UnitedHealthcare HCCLAIMPMT 46720649*411289242 5*000087726\\ PREAUTHORIZED CREDIT,174.84,0625,,50522.82,UnitedHealthcare HCCLAIMPMT 46720649*411289242 5*000087726\\ PREAUTHORIZED CREDIT
2026-04-16T06:00:00+00,deposit,UnitedHealthcare HCCLAIMPMT 46773488*141128924 5*000087726\\ PREAUTHORIZED CREDIT,98.33,0625,,50621.15,UnitedHealthcare HCCLAIMPMT 46773488*141128924 5*000087726\\ PREAUTHORIZED CREDIT
2026-04-17T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25323B1000160633-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",117.66,0625,,50738.81,"SH-SELECTHEALTH, HCCLAIMPMT 25323B1000160633-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-17T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25323B1000087310-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",133.22,0625,,50872.03,"SH-SELECTHEALTH, HCCLAIMPMT 25323B1000087310-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-17T06:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W342152487*1411289 245*000087726\\ PREAUTHORIZED CREDIT,141.47,0625,,51013.50,UNITEDHEALTHCARE HCCLAIMPMT W342152487*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2026-04-17T06:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172448639*1870200 138*870200138\\ PREAUTHORIZED CREDIT,182.39,0625,,51195.89,Regence BCBSU HCCLAIMPMT 0172448639*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2026-04-17T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25323B1000065194-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",182.17,0625,,51378.06,"SH-SELECTHEALTH, HCCLAIMPMT 25323B1000065194-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-17T06:00:00+00,deposit,SH-WOODBURY CORP HCCLAIMPMT 25323B1000030861-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT,138.39,0625,,51516.45,SH-WOODBURY CORP HCCLAIMPMT 25323B1000030861-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT
2026-04-17T06:00:00+00,check,CHECK 306,-174.53,0625,,51341.92,CHECK 306
2026-04-20T06:00:00+00,withdrawal,AMAZON.COM*B04Z31Y 52 SEATTLE WA XXXXXXXXXXXX4591 POS PURCHASE POS PURCHASE TERMINAL 00000101,-286.54,0625,,51055.38,AMAZON.COM*B04Z31Y 52 SEATTLE WA XXXXXXXXXXXX4591 POS PURCHASE POS PURCHASE TERMINAL 00000101
2026-04-20T06:00:00+00,withdrawal,REAMS SPRINGVILLE MRKT SPRINGVIL UT XXXXXXXXXXXX4591 POS PURCHASE POS PURCHASE TERMINAL 67727501,-58.13,0625,,50997.25,REAMS SPRINGVILLE MRKT SPRINGVIL UT XXXXXXXXXXXX4591 POS PURCHASE POS PURCHASE TERMINAL 67727501
2026-04-20T06:00:00+00,withdrawal,QuestarGas QuestarGas 251124 PREAUTHORIZED WD,-203.53,0625,,50793.72,QuestarGas QuestarGas 251124 PREAUTHORIZED WD
2026-04-20T06:00:00+00,withdrawal,IPFS866-412-1823 IPFSPMTCOD 251124 378605 PREAUTHORIZED WD,-140.40,0625,,50653.32,IPFS866-412-1823 IPFSPMTCOD 251124 378605 PREAUTHORIZED WD
2026-04-20T06:00:00+00,withdrawal,TRAVELERS BUS INSUR 251124 7127348 PREAUTHORIZED WD,-49.82,0625,,50603.50,TRAVELERS BUS INSUR 251124 7127348 PREAUTHORIZED WD
2026-04-21T06:00:00+00,withdrawal,REAMS SPRINGVILLE MRKT SPRINGVIL UT XXXXXXXXXXXX4591 POS PURCHASE POS PURCHASE TERMINAL 67727501,-104.87,0625,,50498.63,REAMS SPRINGVILLE MRKT SPRINGVIL UT XXXXXXXXXXXX4591 POS PURCHASE POS PURCHASE TERMINAL 67727501
2026-04-21T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25325B1000085252-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",162.61,0625,,50661.24,"SH-SELECTHEALTH, HCCLAIMPMT 25325B1000085252-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-21T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25325B1000041914-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",174.07,0625,,50835.31,"SH-SELECTHEALTH, HCCLAIMPMT 25325B1000041914-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-21T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25325B1000029278-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",136.42,0625,,50971.73,"SH-SELECTHEALTH, HCCLAIMPMT 25325B1000029278-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2026-04-21T06:00:00+00,deposit,SH-INTERMTN EMPL HCCLAIMPMT 25325B1000009897-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT,403.77,0625,,51375.50,SH-INTERMTN EMPL HCCLAIMPMT 25325B1000009897-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT
2026-04-21T06:00:00+00,check,CHECK 307,-176.27,0625,,51199.23,CHECK 307
2026-04-22T06:00:00+00,withdrawal,PRACTICE FUSION PRACTICEFU 251126 7808586 PREAUTHORIZED WD,-76.64,0625,,51122.59,PRACTICE FUSION PRACTICEFU 251126 7808586 PREAUTHORIZED WD
2026-04-22T06:00:00+00,withdrawal,AMAZON.COM SERVI INTERNET 251126 PREAUTHORIZED WD,-221.73,0625,,50900.86,AMAZON.COM SERVI INTERNET 251126 PREAUTHORIZED WD
2026-04-22T06:00:00+00,deposit,Optum HCCLAIMPMT 3284914237*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT,195.19,0625,,51096.05,Optum HCCLAIMPMT 3284914237*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT
